timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,100.68943415950886,101.69632850110395,99.68253981791378,100.68943415950886,2813
2024-01-02 00:00:00+00:00,98.6756774829917,99.66243425782162,97.68892070816179,98.6756774829917,1572
2024-01-03 00:00:00+00:00,100.23564362826056,101.23800006454317,99.23328719197795,100.23564362826056,4417
2024-01-04 00:00:00+00:00,102.2013943375933,103.22340828096924,101.17938039421736,102.2013943375933,4107
2024-01-05 00:00:00+00:00,98.29518511942075,99.27813697061497,97.31223326822654,98.29518511942075,4233
2024-01-06 00:00:00+00:00,95.81386175380133,96.77200037133935,94.85572313626332,95.81386175380133,1792
2024-01-07 00:00:00+00:00,96.13549049751678,97.09684540249195,95.17413559254162,96.13549049751678,1058
2024-01-08 00:00:00+00:00,95.60435615529165,96.56039971684457,94.64831259373874,95.60435615529165,4642
2024-01-09 00:00:00+00:00,95.64871436329867,96.60520150693165,94.69222721966568,95.64871436329867,2155
2024-01-10 00:00:00+00:00,94.09338223543267,95.034316057787,93.15244841307835,94.09338223543267,3625
2024-01-11 00:00:00+00:00,95.82356753693767,96.78180321230705,94.8653318615683,95.82356753693767,4637
2024-01-12 00:00:00+00:00,97.39084235205245,98.36475077557297,96.41693392853192,97.39084235205245,1144
2024-01-13 00:00:00+00:00,97.59737073106571,98.57334443837637,96.62139702375505,97.59737073106571,1021
2024-01-14 00:00:00+00:00,99.8757641872464,100.87452182911886,98.87700654537394,99.8757641872464,1021
2024-01-15 00:00:00+00:00,100.88952185503821,101.89841707358859,99.88062663648783,100.88952185503821,1625
2024-01-16 00:00:00+00:00,99.23636135824368,100.22872497182613,98.24399774466124,99.23636135824368,1206
2024-01-17 00:00:00+00:00,100.04762016853721,101.04809637022258,99.04714396685183,100.04762016853721,4279
2024-01-18 00:00:00+00:00,98.20897981999288,99.19106961819281,97.22689002179294,98.20897981999288,3423
2024-01-19 00:00:00+00:00,100.01298116212791,101.01311097374919,99.01285135050664,100.01298116212791,4920
2024-01-20 00:00:00+00:00,99.99312676315822,100.9930580307898,98.99319549552663,99.99312676315822,4205
